"titles_south","word","n","total","tf","idf","tf_idf"
"Is Climate Change Denial Thawing in Texas?","prepping",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","present",1,2881,0.000347101700798334,1.67397643357167,0.000581040067189056
"Is Climate Change Denial Thawing in Texas?","press",1,2881,0.000347101700798334,0.826678573184468,0.000286941538765869
"Is Climate Change Denial Thawing in Texas?","pretty",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","price",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","prime",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","privacy",1,2881,0.000347101700798334,0,0
"Is Climate Change Denial Thawing in Texas?","proceeds",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","process",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","produced",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","producing",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","progress",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","project",1,2881,0.000347101700798334,1.67397643357167,0.000581040067189056
"Is Climate Change Denial Thawing in Texas?","prominent",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","promote",1,2881,0.000347101700798334,1.38629436111989,0.000481185130551854
"Is Climate Change Denial Thawing in Texas?","promoting",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","proposals",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","protect",1,2881,0.000347101700798334,1.38629436111989,0.000481185130551854
"Is Climate Change Denial Thawing in Texas?","protecting",1,2881,0.000347101700798334,1.67397643357167,0.000581040067189056
"Is Climate Change Denial Thawing in Texas?","protection",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","provides",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","publication",1,2881,0.000347101700798334,0,0
"Is Climate Change Denial Thawing in Texas?","putting",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","questions",1,2881,0.000347101700798334,1.67397643357167,0.000581040067189056
"Is Climate Change Denial Thawing in Texas?","quietly",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","radical",1,2881,0.000347101700798334,1.67397643357167,0.000581040067189056
"Is Climate Change Denial Thawing in Texas?","radio",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","ranked",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","rather",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","ravaged",1,2881,0.000347101700798334,1.67397643357167,0.000581040067189056
"Is Climate Change Denial Thawing in Texas?","reach",1,2881,0.000347101700798334,1.67397643357167,0.000581040067189056
"Is Climate Change Denial Thawing in Texas?","reaching",1,2881,0.000347101700798334,1.67397643357167,0.000581040067189056
"Is Climate Change Denial Thawing in Texas?","reacted",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","ready",1,2881,0.000347101700798334,1.38629436111989,0.000481185130551854
"Is Climate Change Denial Thawing in Texas?","reasons",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","rebate",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","recent",1,2881,0.000347101700798334,0.693147180559945,0.000240592565275927
"Is Climate Change Denial Thawing in Texas?","record",1,2881,0.000347101700798334,0.575364144903562,0.000199709873274405
"Is Climate Change Denial Thawing in Texas?","recurrent",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","referring",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","reflect",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","reflection",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","refuses",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","regarding",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","regularly",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","rein",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","reliable",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","remarkable",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","remarkably",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","remarks",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","reporter",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","reporters",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","reporting",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","represents",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","requires",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","research",1,2881,0.000347101700798334,0.980829253011726,0.00034044750191313
"Is Climate Change Denial Thawing in Texas?","researchers",1,2881,0.000347101700798334,1.38629436111989,0.000481185130551854
"Is Climate Change Denial Thawing in Texas?","reserved",1,2881,0.000347101700798334,0.0645385211375712,2.24014304538602e-05
"Is Climate Change Denial Thawing in Texas?","resources",1,2881,0.000347101700798334,0.207639364778245,7.20719766672144e-05
"Is Climate Change Denial Thawing in Texas?","respectively",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","responded",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","rethink",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","returning",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","revealed",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","rhetoric",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","richard",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","ridiculous",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","rights",1,2881,0.000347101700798334,0.0645385211375712,2.24014304538602e-05
"Is Climate Change Denial Thawing in Texas?","rising",1,2881,0.000347101700798334,1.67397643357167,0.000581040067189056
"Is Climate Change Denial Thawing in Texas?","role",1,2881,0.000347101700798334,0.980829253011726,0.00034044750191313
"Is Climate Change Denial Thawing in Texas?","roosevelt",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","rotary",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","rule",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","run",1,2881,0.000347101700798334,0.826678573184468,0.000286941538765869
"Is Climate Change Denial Thawing in Texas?","running",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","same",1,2881,0.000347101700798334,0.826678573184468,0.000286941538765869
"Is Climate Change Denial Thawing in Texas?","san",1,2881,0.000347101700798334,1.67397643357167,0.000581040067189056
"Is Climate Change Denial Thawing in Texas?","santa",1,2881,0.000347101700798334,0.575364144903562,0.000199709873274405
"Is Climate Change Denial Thawing in Texas?","saturated",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","saw",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","scenarios",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","school",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","schools",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","scorecard",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","scott",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","screened",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","seal",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","secret",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","section",1,2881,0.000347101700798334,0.0645385211375712,2.24014304538602e-05
"Is Climate Change Denial Thawing in Texas?","see",1,2881,0.000347101700798334,0.470003629245736,0.000163139059092584
"Is Climate Change Denial Thawing in Texas?","seem",1,2881,0.000347101700798334,1.67397643357167,0.000581040067189056
"Is Climate Change Denial Thawing in Texas?","seemed",1,2881,0.000347101700798334,1.67397643357167,0.000581040067189056
"Is Climate Change Denial Thawing in Texas?","seen",1,2881,0.000347101700798334,1.16315080980568,0.000403731624368511
"Is Climate Change Denial Thawing in Texas?","sell",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","sentiment",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","september",1,2881,0.000347101700798334,0.826678573184468,0.000286941538765869
"Is Climate Change Denial Thawing in Texas?","several",1,2881,0.000347101700798334,1.38629436111989,0.000481185130551854
"Is Climate Change Denial Thawing in Texas?","shannon",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","share",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","sheet",1,2881,0.000347101700798334,0.980829253011726,0.00034044750191313
"Is Climate Change Denial Thawing in Texas?","shocking",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","short",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","show",1,2881,0.000347101700798334,1.38629436111989,0.000481185130551854
"Is Climate Change Denial Thawing in Texas?","showed",1,2881,0.000347101700798334,1.67397643357167,0.000581040067189056
"Is Climate Change Denial Thawing in Texas?","shrug",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","signal",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","signs",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","since",1,2881,0.000347101700798334,0.826678573184468,0.000286941538765869
"Is Climate Change Denial Thawing in Texas?","skeptics",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","sky",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","small",1,2881,0.000347101700798334,1.67397643357167,0.000581040067189056
"Is Climate Change Denial Thawing in Texas?","smug",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","so",1,2881,0.000347101700798334,0.374693449441411,0.000130056733579108
"Is Climate Change Denial Thawing in Texas?","social",1,2881,0.000347101700798334,0.980829253011726,0.00034044750191313
"Is Climate Change Denial Thawing in Texas?","solar",1,2881,0.000347101700798334,0.980829253011726,0.00034044750191313
"Is Climate Change Denial Thawing in Texas?","solved",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","somewhat",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","sort",1,2881,0.000347101700798334,1.67397643357167,0.000581040067189056
"Is Climate Change Denial Thawing in Texas?","source",1,2881,0.000347101700798334,1.67397643357167,0.000581040067189056
"Is Climate Change Denial Thawing in Texas?","south",1,2881,0.000347101700798334,1.38629436111989,0.000481185130551854
"Is Climate Change Denial Thawing in Texas?","sowed",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","spawned",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","speak",1,2881,0.000347101700798334,1.67397643357167,0.000581040067189056
"Is Climate Change Denial Thawing in Texas?","speaker",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","specifically",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","spike",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","spill",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","spindle",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","spindletop",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","spoke",1,2881,0.000347101700798334,1.67397643357167,0.000581040067189056
"Is Climate Change Denial Thawing in Texas?","sporting",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","star",1,2881,0.000347101700798334,0.980829253011726,0.00034044750191313
"Is Climate Change Denial Thawing in Texas?","stark",1,2881,0.000347101700798334,1.67397643357167,0.000581040067189056
"Is Climate Change Denial Thawing in Texas?","start",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","started",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","statement",1,2881,0.000347101700798334,1.67397643357167,0.000581040067189056
"Is Climate Change Denial Thawing in Texas?","staunch",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","stave",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","steadfastly",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","steaks",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","stepping",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","stillwater",1,2881,0.000347101700798334,0.980829253011726,0.00034044750191313
"Is Climate Change Denial Thawing in Texas?","stove",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","strategies",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","stress",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","students",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","style",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","subject",1,2881,0.000347101700798334,0,0
"Is Climate Change Denial Thawing in Texas?","subsequent",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","suits",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","sun",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","sunday",1,2881,0.000347101700798334,0,0
"Is Climate Change Denial Thawing in Texas?","supports",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","surge",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","surprised",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","surprising",1,2881,0.000347101700798334,1.67397643357167,0.000581040067189056
"Is Climate Change Denial Thawing in Texas?","swaths",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","swedish",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","tahlequah",1,2881,0.000347101700798334,0.980829253011726,0.00034044750191313
"Is Climate Change Denial Thawing in Texas?","taken",1,2881,0.000347101700798334,1.67397643357167,0.000581040067189056
"Is Climate Change Denial Thawing in Texas?","taking",1,2881,0.000347101700798334,1.67397643357167,0.000581040067189056
"Is Climate Change Denial Thawing in Texas?","talk",1,2881,0.000347101700798334,0.980829253011726,0.00034044750191313
"Is Climate Change Denial Thawing in Texas?","talked",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","talking",1,2881,0.000347101700798334,1.38629436111989,0.000481185130551854
"Is Climate Change Denial Thawing in Texas?","taos",1,2881,0.000347101700798334,0.980829253011726,0.00034044750191313
"Is Climate Change Denial Thawing in Texas?","tax",1,2881,0.000347101700798334,1.67397643357167,0.000581040067189056
"Is Climate Change Denial Thawing in Texas?","teachers",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","teddy",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","teeth",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","temperature",1,2881,0.000347101700798334,1.16315080980568,0.000403731624368511
"Is Climate Change Denial Thawing in Texas?","ten",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","thatcher",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","theorized",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","therefore",1,2881,0.000347101700798334,1.67397643357167,0.000581040067189056
"Is Climate Change Denial Thawing in Texas?","they'll",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","thing",1,2881,0.000347101700798334,1.16315080980568,0.000403731624368511
"Is Climate Change Denial Thawing in Texas?","thinking",1,2881,0.000347101700798334,1.16315080980568,0.000403731624368511
"Is Climate Change Denial Thawing in Texas?","thirty",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","though",1,2881,0.000347101700798334,1.16315080980568,0.000403731624368511
"Is Climate Change Denial Thawing in Texas?","thought",1,2881,0.000347101700798334,1.38629436111989,0.000481185130551854
"Is Climate Change Denial Thawing in Texas?","thousand",1,2881,0.000347101700798334,1.67397643357167,0.000581040067189056
"Is Climate Change Denial Thawing in Texas?","threat",1,2881,0.000347101700798334,1.38629436111989,0.000481185130551854
"Is Climate Change Denial Thawing in Texas?","three",1,2881,0.000347101700798334,1.38629436111989,0.000481185130551854
"Is Climate Change Denial Thawing in Texas?","thriving",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","throughout",1,2881,0.000347101700798334,1.38629436111989,0.000481185130551854
"Is Climate Change Denial Thawing in Texas?","ties",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","timing",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","today",1,2881,0.000347101700798334,0.826678573184468,0.000286941538765869
"Is Climate Change Denial Thawing in Texas?","tons",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","too",1,2881,0.000347101700798334,1.16315080980568,0.000403731624368511
"Is Climate Change Denial Thawing in Texas?","tourists",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","towers",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","traditional",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","transcript",1,2881,0.000347101700798334,0.980829253011726,0.00034044750191313
"Is Climate Change Denial Thawing in Texas?","transformed",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","transported",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","trapping",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","treasonous",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","trends",1,2881,0.000347101700798334,1.67397643357167,0.000581040067189056
"Is Climate Change Denial Thawing in Texas?","tribune",1,2881,0.000347101700798334,0.826678573184468,0.000286941538765869
"Is Climate Change Denial Thawing in Texas?","trinity",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","trucks",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","trying",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","tudor's",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","turn",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","two",1,2881,0.000347101700798334,0.980829253011726,0.00034044750191313
"Is Climate Change Denial Thawing in Texas?","txogap",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","types",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","undersell",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","unfortunate",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","unholy",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","unions",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","unique",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","unprecedented",1,2881,0.000347101700798334,1.67397643357167,0.000581040067189056
"Is Climate Change Denial Thawing in Texas?","untrue",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","urged",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","urgently",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","usa",1,2881,0.000347101700798334,0.207639364778245,7.20719766672144e-05
"Is Climate Change Denial Thawing in Texas?","ushering",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","utilities",1,2881,0.000347101700798334,0.693147180559945,0.000240592565275927
"Is Climate Change Denial Thawing in Texas?","vegetarian",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","venue",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","viewing",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","virtually",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","visitfrisco.com",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","vote",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","voter",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","voting",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","walkback",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","walker's",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","wall",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","wanted",1,2881,0.000347101700798334,1.38629436111989,0.000481185130551854
"Is Climate Change Denial Thawing in Texas?","warn",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","wars",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","waste",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","water",1,2881,0.000347101700798334,0.575364144903562,0.000199709873274405
"Is Climate Change Denial Thawing in Texas?","waters",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","wave",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","ways",1,2881,0.000347101700798334,1.16315080980568,0.000403731624368511
"Is Climate Change Denial Thawing in Texas?","weirdos",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","went",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
"Is Climate Change Denial Thawing in Texas?","wholesome",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","whopping",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","wildfires",1,2881,0.000347101700798334,0.826678573184468,0.000286941538765869
"Is Climate Change Denial Thawing in Texas?","wind",1,2881,0.000347101700798334,0.826678573184468,0.000286941538765869
"Is Climate Change Denial Thawing in Texas?","window",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","wisconsin",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","wisdom",1,2881,0.000347101700798334,2.77258872223978,0.000962370261103707
"Is Climate Change Denial Thawing in Texas?","within",1,2881,0.000347101700798334,1.16315080980568,0.000403731624368511
"Is Climate Change Denial Thawing in Texas?","words",1,2881,0.000347101700798334,0,0
"Is Climate Change Denial Thawing in Texas?","working",1,2881,0.000347101700798334,1.38629436111989,0.000481185130551854
"Is Climate Change Denial Thawing in Texas?","wrote",1,2881,0.000347101700798334,2.07944154167984,0.000721777695827781
