"titles_midwest","word","n","total","tf","idf","tf_idf"
"Report: Climate change could increase migration","moderate",1,976,0.00102459016393443,2.01490302054226,0.00206444981612937
"Report: Climate change could increase migration","multiplier",1,976,0.00102459016393443,2.01490302054226,0.00206444981612937
"Report: Climate change could increase migration","natural",1,976,0.00102459016393443,0,0
"Report: Climate change could increase migration","needed",1,976,0.00102459016393443,1.32175583998232,0.00135425803276877
"Report: Climate change could increase migration","net",1,976,0.00102459016393443,2.01490302054226,0.00206444981612937
"Report: Climate change could increase migration","new",1,976,0.00102459016393443,0.510825623765991,0.000523386909596302
"Report: Climate change could increase migration","no",1,976,0.00102459016393443,0.510825623765991,0.000523386909596302
"Report: Climate change could increase migration","none",1,976,0.00102459016393443,0,0
"Report: Climate change could increase migration","northeastern",1,976,0.00102459016393443,2.01490302054226,0.00206444981612937
"Report: Climate change could increase migration","northern",1,976,0.00102459016393443,1.32175583998232,0.00135425803276877
"Report: Climate change could increase migration","northwestern",1,976,0.00102459016393443,1.6094379124341,0.00164901425454314
"Report: Climate change could increase migration","note",1,976,0.00102459016393443,2.70805020110221,0.00277464159948997
"Report: Climate change could increase migration","occurring",1,976,0.00102459016393443,2.01490302054226,0.00206444981612937
"Report: Climate change could increase migration","october",1,976,0.00102459016393443,0,0
"Report: Climate change could increase migration","official",1,976,0.00102459016393443,2.01490302054226,0.00206444981612937
"Report: Climate change could increase migration","often",1,976,0.00102459016393443,0.762140052046897,0.000780881200867722
"Report: Climate change could increase migration","one",1,976,0.00102459016393443,0.405465108108164,0.000415435561586234
"Report: Climate change could increase migration","onset",1,976,0.00102459016393443,2.01490302054226,0.00206444981612937
"Report: Climate change could increase migration","out",1,976,0.00102459016393443,0.405465108108164,0.000415435561586234
"Report: Climate change could increase migration","outside",1,976,0.00102459016393443,2.70805020110221,0.00277464159948997
"Report: Climate change could increase migration","pacific",1,976,0.00102459016393443,2.01490302054226,0.00206444981612937
"Report: Climate change could increase migration","page",1,976,0.00102459016393443,0,0
"Report: Climate change could increase migration","paris",1,976,0.00102459016393443,2.01490302054226,0.00206444981612937
"Report: Climate change could increase migration","particularly",1,976,0.00102459016393443,1.32175583998232,0.00135425803276877
"Report: Climate change could increase migration","pg",1,976,0.00102459016393443,0.310154928303839,0.000317781688835901
"Report: Climate change could increase migration","planning",1,976,0.00102459016393443,1.32175583998232,0.00135425803276877
"Report: Climate change could increase migration","plausible",1,976,0.00102459016393443,2.01490302054226,0.00206444981612937
"Report: Climate change could increase migration","please",1,976,0.00102459016393443,2.70805020110221,0.00277464159948997
"Report: Climate change could increase migration","policy",1,976,0.00102459016393443,0,0
"Report: Climate change could increase migration","population",1,976,0.00102459016393443,2.01490302054226,0.00206444981612937
"Report: Climate change could increase migration","population's",1,976,0.00102459016393443,2.01490302054226,0.00206444981612937
"Report: Climate change could increase migration","potency",1,976,0.00102459016393443,2.01490302054226,0.00206444981612937
"Report: Climate change could increase migration","potential",1,976,0.00102459016393443,1.09861228866811,0.00112562734494683
"Report: Climate change could increase migration","press",1,976,0.00102459016393443,1.6094379124341,0.00164901425454314
"Report: Climate change could increase migration","previously",1,976,0.00102459016393443,1.6094379124341,0.00164901425454314
"Report: Climate change could increase migration","print",1,976,0.00102459016393443,2.70805020110221,0.00277464159948997
"Report: Climate change could increase migration","privacy",1,976,0.00102459016393443,0,0
"Report: Climate change could increase migration","production",1,976,0.00102459016393443,0.762140052046897,0.000780881200867722
"Report: Climate change could increase migration","productivity",1,976,0.00102459016393443,1.6094379124341,0.00164901425454314
"Report: Climate change could increase migration","prof",1,976,0.00102459016393443,2.01490302054226,0.00206444981612937
"Report: Climate change could increase migration","proportion",1,976,0.00102459016393443,2.01490302054226,0.00206444981612937
"Report: Climate change could increase migration","published",1,976,0.00102459016393443,1.32175583998232,0.00135425803276877
"Report: Climate change could increase migration","pushing",1,976,0.00102459016393443,1.32175583998232,0.00135425803276877
"Report: Climate change could increase migration","reaffirm",1,976,0.00102459016393443,2.01490302054226,0.00206444981612937
"Report: Climate change could increase migration","reality",1,976,0.00102459016393443,1.32175583998232,0.00135425803276877
"Report: Climate change could increase migration","recommended",1,976,0.00102459016393443,2.01490302054226,0.00206444981612937
"Report: Climate change could increase migration","refugee",1,976,0.00102459016393443,2.70805020110221,0.00277464159948997
"Report: Climate change could increase migration","refugees",1,976,0.00102459016393443,2.70805020110221,0.00277464159948997
"Report: Climate change could increase migration","region",1,976,0.00102459016393443,1.32175583998232,0.00135425803276877
"Report: Climate change could increase migration","relief",1,976,0.00102459016393443,1.6094379124341,0.00164901425454314
"Report: Climate change could increase migration","remain",1,976,0.00102459016393443,1.6094379124341,0.00164901425454314
"Report: Climate change could increase migration","renata",1,976,0.00102459016393443,2.01490302054226,0.00206444981612937
"Report: Climate change could increase migration","report's",1,976,0.00102459016393443,2.01490302054226,0.00206444981612937
"Report: Climate change could increase migration","reports",1,976,0.00102459016393443,1.09861228866811,0.00112562734494683
"Report: Climate change could increase migration","research",1,976,0.00102459016393443,0.628608659422374,0.00064406624940817
"Report: Climate change could increase migration","reserved",1,976,0.00102459016393443,0.405465108108164,0.000415435561586234
"Report: Climate change could increase migration","resilient",1,976,0.00102459016393443,1.6094379124341,0.00164901425454314
"Report: Climate change could increase migration","right",1,976,0.00102459016393443,1.09861228866811,0.00112562734494683
"Report: Climate change could increase migration","rights",1,976,0.00102459016393443,0.405465108108164,0.000415435561586234
"Report: Climate change could increase migration","rising",1,976,0.00102459016393443,1.6094379124341,0.00164901425454314
"Report: Climate change could increase migration","roughly",1,976,0.00102459016393443,1.6094379124341,0.00164901425454314
"Report: Climate change could increase migration","say",1,976,0.00102459016393443,0.762140052046897,0.000780881200867722
"Report: Climate change could increase migration","scenarios",1,976,0.00102459016393443,2.01490302054226,0.00206444981612937
"Report: Climate change could increase migration","science",1,976,0.00102459016393443,0.310154928303839,0.000317781688835901
"Report: Climate change could increase migration","scientists",1,976,0.00102459016393443,0.628608659422374,0.00064406624940817
"Report: Climate change could increase migration","sea",1,976,0.00102459016393443,1.32175583998232,0.00135425803276877
"Report: Climate change could increase migration","second",1,976,0.00102459016393443,2.01490302054226,0.00206444981612937
"Report: Climate change could increase migration","section",1,976,0.00102459016393443,0,0
"Report: Climate change could increase migration","senior",1,976,0.00102459016393443,1.09861228866811,0.00112562734494683
"Report: Climate change could increase migration","severe",1,976,0.00102459016393443,0.628608659422374,0.00064406624940817
"Report: Climate change could increase migration","shall",1,976,0.00102459016393443,2.70805020110221,0.00277464159948997
"Report: Climate change could increase migration","short",1,976,0.00102459016393443,1.32175583998232,0.00135425803276877
"Report: Climate change could increase migration","shortages",1,976,0.00102459016393443,2.01490302054226,0.00206444981612937
"Report: Climate change could increase migration","six",1,976,0.00102459016393443,2.01490302054226,0.00206444981612937
"Report: Climate change could increase migration","slow",1,976,0.00102459016393443,1.09861228866811,0.00112562734494683
"Report: Climate change could increase migration","soon",1,976,0.00102459016393443,1.6094379124341,0.00164901425454314
"Report: Climate change could increase migration","stay",1,976,0.00102459016393443,1.6094379124341,0.00164901425454314
"Report: Climate change could increase migration","subject",1,976,0.00102459016393443,0,0
"Report: Climate change could increase migration","sustainability",1,976,0.00102459016393443,1.09861228866811,0.00112562734494683
"Report: Climate change could increase migration","technology",1,976,0.00102459016393443,0.510825623765991,0.000523386909596302
"Report: Climate change could increase migration","term",1,976,0.00102459016393443,0.916290731874155,0.000938822471182536
"Report: Climate change could increase migration","territorial",1,976,0.00102459016393443,2.01490302054226,0.00206444981612937
"Report: Climate change could increase migration","threat",1,976,0.00102459016393443,0.916290731874155,0.000938822471182536
"Report: Climate change could increase migration","time",1,976,0.00102459016393443,0,0
"Report: Climate change could increase migration","timeline",1,976,0.00102459016393443,0,0
"Report: Climate change could increase migration","track",1,976,0.00102459016393443,2.01490302054226,0.00206444981612937
"Report: Climate change could increase migration","tuesday",1,976,0.00102459016393443,1.09861228866811,0.00112562734494683
"Report: Climate change could increase migration","tunisia",1,976,0.00102459016393443,2.01490302054226,0.00206444981612937
"Report: Climate change could increase migration","unequal",1,976,0.00102459016393443,2.01490302054226,0.00206444981612937
"Report: Climate change could increase migration","unless",1,976,0.00102459016393443,2.01490302054226,0.00206444981612937
"Report: Climate change could increase migration","urgent",1,976,0.00102459016393443,2.01490302054226,0.00206444981612937
"Report: Climate change could increase migration","used",1,976,0.00102459016393443,1.6094379124341,0.00164901425454314
"Report: Climate change could increase migration","varying",1,976,0.00102459016393443,2.01490302054226,0.00206444981612937
"Report: Climate change could increase migration","verify",1,976,0.00102459016393443,2.70805020110221,0.00277464159948997
"Report: Climate change could increase migration","viviane",1,976,0.00102459016393443,2.01490302054226,0.00206444981612937
"Report: Climate change could increase migration","vulnerability",1,976,0.00102459016393443,1.6094379124341,0.00164901425454314
"Report: Climate change could increase migration","warming",1,976,0.00102459016393443,0.762140052046897,0.000780881200867722
"Report: Climate change could increase migration","warned",1,976,0.00102459016393443,2.01490302054226,0.00206444981612937
"Report: Climate change could increase migration","warns",1,976,0.00102459016393443,1.6094379124341,0.00164901425454314
"Report: Climate change could increase migration","wasn't",1,976,0.00102459016393443,2.01490302054226,0.00206444981612937
"Report: Climate change could increase migration","wei",1,976,0.00102459016393443,2.01490302054226,0.00206444981612937
"Report: Climate change could increase migration","well",1,976,0.00102459016393443,0.510825623765991,0.000523386909596302
"Report: Climate change could increase migration","were",1,976,0.00102459016393443,0.762140052046897,0.000780881200867722
"Report: Climate change could increase migration","western",1,976,0.00102459016393443,1.32175583998232,0.00135425803276877
"Report: Climate change could increase migration","what",1,976,0.00102459016393443,0.405465108108164,0.000415435561586234
"Report: Climate change could increase migration","while",1,976,0.00102459016393443,0.510825623765991,0.000523386909596302
"Report: Climate change could increase migration","will",1,976,0.00102459016393443,0.22314355131421,0.000228630687821936
"Report: Climate change could increase migration","wire",1,976,0.00102459016393443,2.70805020110221,0.00277464159948997
"Report: Climate change could increase migration","women",1,976,0.00102459016393443,1.6094379124341,0.00164901425454314
"Report: Climate change could increase migration","words",1,976,0.00102459016393443,0,0
"Report: Climate change could increase migration","worse",1,976,0.00102459016393443,1.32175583998232,0.00135425803276877
"Report: Climate change could increase migration","would",1,976,0.00102459016393443,0.628608659422374,0.00064406624940817
"Report: Climate change could increase migration","www.stltoday.newspapers.com",1,976,0.00102459016393443,2.70805020110221,0.00277464159948997
"Report: Climate change could increase migration","zero",1,976,0.00102459016393443,1.6094379124341,0.00164901425454314
"Scientists offer new estimate for how people altered planet","00",1,961,0.00104058272632674,0,0
"Scientists offer new estimate for how people altered planet","01",1,961,0.00104058272632674,0,0
"Scientists offer new estimate for how people altered planet","08",1,961,0.00104058272632674,1.6094379124341,0.0016747532907743
"Scientists offer new estimate for how people altered planet","11",1,961,0.00104058272632674,0,0
"Scientists offer new estimate for how people altered planet","12",1,961,0.00104058272632674,1.09861228866811,0.00114319697051832
"Scientists offer new estimate for how people altered planet","155558939",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","18",1,961,0.00104058272632674,0,0
"Scientists offer new estimate for how people altered planet","2011",1,961,0.00104058272632674,0,0
"Scientists offer new estimate for how people altered planet","31",1,961,0.00104058272632674,0,0
"Scientists offer new estimate for how people altered planet","52",1,961,0.00104058272632674,2.01490302054226,0.00209667327839986
"Scientists offer new estimate for how people altered planet","70",1,961,0.00104058272632674,0.762140052046897,0.000793069773201766
"Scientists offer new estimate for how people altered planet","72",1,961,0.00104058272632674,0.762140052046897,0.000793069773201766
"Scientists offer new estimate for how people altered planet","73",1,961,0.00104058272632674,0.143100843640673,0.000148908266015269
"Scientists offer new estimate for how people altered planet","739",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","76",1,961,0.00104058272632674,0.628608659422374,0.000654119312614333
"Scientists offer new estimate for how people altered planet","77",1,961,0.00104058272632674,0.762140052046897,0.000793069773201766
"Scientists offer new estimate for how people altered planet","916",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","93",1,961,0.00104058272632674,0.762140052046897,0.000793069773201766
"Scientists offer new estimate for how people altered planet","a12",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","account",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","actually",1,961,0.00104058272632674,1.32175583998232,0.0013753962955071
"Scientists offer new estimate for how people altered planet","added",1,961,0.00104058272632674,1.6094379124341,0.0016747532907743
"Scientists offer new estimate for how people altered planet","addition",1,961,0.00104058272632674,1.32175583998232,0.0013753962955071
"Scientists offer new estimate for how people altered planet","age",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","agenda",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","agents",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","air",1,961,0.00104058272632674,1.09861228866811,0.00114319697051832
"Scientists offer new estimate for how people altered planet","allowed",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","already",1,961,0.00104058272632674,0.628608659422374,0.000654119312614333
"Scientists offer new estimate for how people altered planet","am",1,961,0.00104058272632674,0,0
"Scientists offer new estimate for how people altered planet","ancient",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","animal",1,961,0.00104058272632674,2.01490302054226,0.00209667327839986
"Scientists offer new estimate for how people altered planet","animals",1,961,0.00104058272632674,1.6094379124341,0.0016747532907743
"Scientists offer new estimate for how people altered planet","approximately",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","arrive",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","at",1,961,0.00104058272632674,0.0689928714869514,7.17927903090025e-05
"Scientists offer new estimate for how people altered planet","attention",1,961,0.00104058272632674,1.32175583998232,0.0013753962955071
"Scientists offer new estimate for how people altered planet","author",1,961,0.00104058272632674,1.32175583998232,0.0013753962955071
"Scientists offer new estimate for how people altered planet","be",1,961,0.00104058272632674,0.0689928714869514,7.17927903090025e-05
"Scientists offer new estimate for how people altered planet","before",1,961,0.00104058272632674,1.32175583998232,0.0013753962955071
"Scientists offer new estimate for how people altered planet","being",1,961,0.00104058272632674,0.628608659422374,0.000654119312614333
"Scientists offer new estimate for how people altered planet","biomass",1,961,0.00104058272632674,1.6094379124341,0.0016747532907743
"Scientists offer new estimate for how people altered planet","body",1,961,0.00104058272632674,0,0
"Scientists offer new estimate for how people altered planet","bring",1,961,0.00104058272632674,2.01490302054226,0.00209667327839986
"Scientists offer new estimate for how people altered planet","buried",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","burning",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","byline",1,961,0.00104058272632674,0.22314355131421,0.000232199324988772
"Scientists offer new estimate for how people altered planet","calculated",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","calculation",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","called",1,961,0.00104058272632674,1.6094379124341,0.0016747532907743
"Scientists offer new estimate for how people altered planet","ceased",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","changing",1,961,0.00104058272632674,0.762140052046897,0.000793069773201766
"Scientists offer new estimate for how people altered planet","chris",1,961,0.00104058272632674,1.6094379124341,0.0016747532907743
"Scientists offer new estimate for how people altered planet","classification",1,961,0.00104058272632674,0,0
"Scientists offer new estimate for how people altered planet","client",1,961,0.00104058272632674,0,0
"Scientists offer new estimate for how people altered planet","climatology",1,961,0.00104058272632674,0.405465108108164,0.000421919987625561
"Scientists offer new estimate for how people altered planet","combination",1,961,0.00104058272632674,1.6094379124341,0.0016747532907743
"Scientists offer new estimate for how people altered planet","combusted",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","completely",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","components",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","conditions",1,961,0.00104058272632674,0,0
"Scientists offer new estimate for how people altered planet","considerable",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","contained",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","content",1,961,0.00104058272632674,0,0
"Scientists offer new estimate for how people altered planet","continued",1,961,0.00104058272632674,1.32175583998232,0.0013753962955071
"Scientists offer new estimate for how people altered planet","daily",1,961,0.00104058272632674,1.32175583998232,0.0013753962955071
"Scientists offer new estimate for how people altered planet","dec",1,961,0.00104058272632674,0,0
"Scientists offer new estimate for how people altered planet","deforested",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","derived",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","described",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","detailed",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","development",1,961,0.00104058272632674,1.32175583998232,0.0013753962955071
"Scientists offer new estimate for how people altered planet","disappear",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","do",1,961,0.00104058272632674,0.510825623765991,0.000531556320255974
"Scientists offer new estimate for how people altered planet","does",1,961,0.00104058272632674,1.6094379124341,0.0016747532907743
"Scientists offer new estimate for how people altered planet","don't",1,961,0.00104058272632674,1.09861228866811,0.00114319697051832
"Scientists offer new estimate for how people altered planet","done",1,961,0.00104058272632674,2.01490302054226,0.00209667327839986
"Scientists offer new estimate for how people altered planet","earth",1,961,0.00104058272632674,2.01490302054226,0.00209667327839986
"Scientists offer new estimate for how people altered planet","ecological",1,961,0.00104058272632674,2.01490302054226,0.00209667327839986
"Scientists offer new estimate for how people altered planet","ecologist",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","edt",1,961,0.00104058272632674,0,0
"Scientists offer new estimate for how people altered planet","end",1,961,0.00104058272632674,0,0
"Scientists offer new estimate for how people altered planet","energy",1,961,0.00104058272632674,0.628608659422374,0.000654119312614333
"Scientists offer new estimate for how people altered planet","english",1,961,0.00104058272632674,0,0
"Scientists offer new estimate for how people altered planet","enormous",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","entirely",1,961,0.00104058272632674,2.01490302054226,0.00209667327839986
"Scientists offer new estimate for how people altered planet","environmental",1,961,0.00104058272632674,0.628608659422374,0.000654119312614333
"Scientists offer new estimate for how people altered planet","equal",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","estimated",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","expected",1,961,0.00104058272632674,1.09861228866811,0.00114319697051832
"Scientists offer new estimate for how people altered planet","experimentation",1,961,0.00104058272632674,2.01490302054226,0.00209667327839986
"Scientists offer new estimate for how people altered planet","fight",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","filled",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","first",1,961,0.00104058272632674,1.32175583998232,0.0013753962955071
"Scientists offer new estimate for how people altered planet","forest",1,961,0.00104058272632674,1.32175583998232,0.0013753962955071
"Scientists offer new estimate for how people altered planet","forgotten",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","forms",1,961,0.00104058272632674,1.32175583998232,0.0013753962955071
"Scientists offer new estimate for how people altered planet","found",1,961,0.00104058272632674,0.916290731874155,0.000953476307881535
"Scientists offer new estimate for how people altered planet","friday",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","fully",1,961,0.00104058272632674,2.01490302054226,0.00209667327839986
"Scientists offer new estimate for how people altered planet","gas",1,961,0.00104058272632674,0.628608659422374,0.000654119312614333
"Scientists offer new estimate for how people altered planet","gases",1,961,0.00104058272632674,0.916290731874155,0.000953476307881535
"Scientists offer new estimate for how people altered planet","geographic",1,961,0.00104058272632674,0,0
"Scientists offer new estimate for how people altered planet","geology",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","geophysics",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","george",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","gigatons",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","grazing",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","greater",1,961,0.00104058272632674,2.01490302054226,0.00209667327839986
"Scientists offer new estimate for how people altered planet","greenhouse",1,961,0.00104058272632674,0.510825623765991,0.000531556320255974
"Scientists offer new estimate for how people altered planet","happening",1,961,0.00104058272632674,1.32175583998232,0.0013753962955071
"Scientists offer new estimate for how people altered planet","heinz",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","highlights",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","his",1,961,0.00104058272632674,1.32175583998232,0.0013753962955071
"Scientists offer new estimate for how people altered planet","however",1,961,0.00104058272632674,0.762140052046897,0.000793069773201766
"Scientists offer new estimate for how people altered planet","idea",1,961,0.00104058272632674,2.01490302054226,0.00209667327839986
"Scientists offer new estimate for how people altered planet","implications",1,961,0.00104058272632674,1.09861228866811,0.00114319697051832
"Scientists offer new estimate for how people altered planet","important",1,961,0.00104058272632674,1.32175583998232,0.0013753962955071
"Scientists offer new estimate for how people altered planet","inc",1,961,0.00104058272632674,0.628608659422374,0.000654119312614333
"Scientists offer new estimate for how people altered planet","inference",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","information",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","institute",1,961,0.00104058272632674,1.6094379124341,0.0016747532907743
"Scientists offer new estimate for how people altered planet","institutions",1,961,0.00104058272632674,1.6094379124341,0.0016747532907743
"Scientists offer new estimate for how people altered planet","involved",1,961,0.00104058272632674,1.32175583998232,0.0013753962955071
"Scientists offer new estimate for how people altered planet","it's",1,961,0.00104058272632674,0.916290731874155,0.000953476307881535
"Scientists offer new estimate for how people altered planet","jan",1,961,0.00104058272632674,0,0
"Scientists offer new estimate for how people altered planet","job",1,961,0.00104058272632674,0,0
"Scientists offer new estimate for how people altered planet","journal",1,961,0.00104058272632674,0.762140052046897,0.000793069773201766
"Scientists offer new estimate for how people altered planet","karl",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","known",1,961,0.00104058272632674,2.01490302054226,0.00209667327839986
"Scientists offer new estimate for how people altered planet","latter",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","lead",1,961,0.00104058272632674,0.628608659422374,0.000654119312614333
"Scientists offer new estimate for how people altered planet","length",1,961,0.00104058272632674,0,0
"Scientists offer new estimate for how people altered planet","less",1,961,0.00104058272632674,1.32175583998232,0.0013753962955071
"Scientists offer new estimate for how people altered planet","like",1,961,0.00104058272632674,0.762140052046897,0.000793069773201766
"Scientists offer new estimate for how people altered planet","living",1,961,0.00104058272632674,1.6094379124341,0.0016747532907743
"Scientists offer new estimate for how people altered planet","load",1,961,0.00104058272632674,0,0
"Scientists offer new estimate for how people altered planet","location",1,961,0.00104058272632674,0,0
"Scientists offer new estimate for how people altered planet","long",1,961,0.00104058272632674,0.916290731874155,0.000953476307881535
"Scientists offer new estimate for how people altered planet","lost",1,961,0.00104058272632674,2.01490302054226,0.00209667327839986
"Scientists offer new estimate for how people altered planet","lot",1,961,0.00104058272632674,2.01490302054226,0.00209667327839986
"Scientists offer new estimate for how people altered planet","lovejoy",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","lower",1,961,0.00104058272632674,2.01490302054226,0.00209667327839986
"Scientists offer new estimate for how people altered planet","management",1,961,0.00104058272632674,1.32175583998232,0.0013753962955071
"Scientists offer new estimate for how people altered planet","many",1,961,0.00104058272632674,0.405465108108164,0.000421919987625561
"Scientists offer new estimate for how people altered planet","maps",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","mason",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","mass",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","matter",1,961,0.00104058272632674,0,0
"Scientists offer new estimate for how people altered planet","measurements",1,961,0.00104058272632674,2.01490302054226,0.00209667327839986
"Scientists offer new estimate for how people altered planet","millennia",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","missing",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","molecules",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","monday",1,961,0.00104058272632674,0,0
"Scientists offer new estimate for how people altered planet","mooney",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","most",1,961,0.00104058272632674,0.310154928303839,0.000322741860878085
"Scientists offer new estimate for how people altered planet","much",1,961,0.00104058272632674,0.762140052046897,0.000793069773201766
"Scientists offer new estimate for how people altered planet","naturally",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","nature",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","need",1,961,0.00104058272632674,0.916290731874155,0.000953476307881535
"Scientists offer new estimate for how people altered planet","newspapers",1,961,0.00104058272632674,2.01490302054226,0.00209667327839986
"Scientists offer new estimate for how people altered planet","none",1,961,0.00104058272632674,0,0
"Scientists offer new estimate for how people altered planet","october",1,961,0.00104058272632674,0,0
"Scientists offer new estimate for how people altered planet","often",1,961,0.00104058272632674,0.762140052046897,0.000793069773201766
"Scientists offer new estimate for how people altered planet","oh",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","older",1,961,0.00104058272632674,2.01490302054226,0.00209667327839986
"Scientists offer new estimate for how people altered planet","ourselves",1,961,0.00104058272632674,2.01490302054226,0.00209667327839986
"Scientists offer new estimate for how people altered planet","out",1,961,0.00104058272632674,0.405465108108164,0.000421919987625561
"Scientists offer new estimate for how people altered planet","over",1,961,0.00104058272632674,0.510825623765991,0.000531556320255974
"Scientists offer new estimate for how people altered planet","oxygen",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","page",1,961,0.00104058272632674,0,0
"Scientists offer new estimate for how people altered planet","perhaps",1,961,0.00104058272632674,2.70805020110221,0.00281795026129262
"Scientists offer new estimate for how people altered planet","pg",1,961,0.00104058272632674,0.310154928303839,0.000322741860878085
"Scientists offer new estimate for how people altered planet","phenomenon",1,961,0.00104058272632674,2.01490302054226,0.00209667327839986
